4,2,122,AFSIC-IDS,71.68,71.68,35.33,69.63,71.68,40.58,71.68,71.68,33.68,67.86,2.563949,71.68
4,3,123,AFSIC-IDS,71.67,71.67,35.29,69.61,71.67,40.6,71.67,71.67,33.66,67.85,2.563684,71.675
4,4,124,AFSIC-IDS,71.67,71.67,35.29,69.62,71.67,40.6,71.67,71.67,33.66,67.85,2.56338,71.6733
4,5,125,AFSIC-IDS,71.67,71.67,35.28,69.61,71.67,40.6,71.67,71.67,33.66,67.84,2.563083,71.6725
4,6,126,AFSIC-IDS,71.67,71.67,35.27,69.61,71.67,40.6,71.67,71.67,33.66,67.84,2.562808,71.672
4,7,127,AFSIC-IDS,71.67,71.67,35.26,69.61,71.67,40.59,71.67,71.67,33.65,67.84,2.562532,71.6717
4,8,128,AFSIC-IDS,71.67,71.67,35.26,69.61,71.67,40.59,71.67,71.67,33.65,67.84,2.562282,71.6714
4,9,129,AFSIC-IDS,71.67,71.67,35.26,69.61,71.67,40.59,71.67,71.67,33.65,67.84,2.56202,71.6713
4,10,130,AFSIC-IDS,71.67,71.67,35.28,69.63,71.67,40.58,71.67,71.67,33.64,67.84,2.561814,71.6711
4,11,131,AFSIC-IDS,71.67,71.67,35.28,69.63,71.67,40.58,71.67,71.67,33.64,67.84,2.561664,71.671
4,12,132,AFSIC-IDS,71.67,71.67,35.27,69.63,71.67,40.58,71.67,71.67,33.64,67.83,2.561513,71.6709
4,13,133,AFSIC-IDS,71.67,71.67,35.27,69.63,71.67,40.56,71.67,71.67,33.63,67.83,2.561399,71.6708
4,14,134,AFSIC-IDS,71.67,71.67,35.26,69.63,71.67,40.56,71.67,71.67,33.63,67.83,2.561292,71.6708
4,15,135,AFSIC-IDS,71.67,71.67,35.26,69.63,71.67,40.55,71.67,71.67,33.63,67.82,2.561176,71.6707
4,16,136,AFSIC-IDS,71.67,71.67,35.26,69.62,71.67,40.55,71.67,71.67,33.63,67.82,2.561078,71.6707
4,17,137,AFSIC-IDS,71.67,71.67,35.25,69.62,71.67,40.55,71.67,71.67,33.63,67.82,2.561008,71.6706
4,18,138,AFSIC-IDS,71.67,71.67,35.25,69.62,71.67,40.55,71.67,71.67,33.63,67.82,2.56092,71.6706
4,19,139,AFSIC-IDS,71.66,71.66,35.26,69.62,71.66,40.54,71.66,71.66,33.63,67.82,2.560813,71.67
4,20,140,AFSIC-IDS,71.66,71.66,35.25,69.62,71.66,40.53,71.66,71.66,33.62,67.81,2.560702,71.6695
4,21,141,AFSIC-IDS,71.66,71.66,35.25,69.62,71.66,40.53,71.66,71.66,33.62,67.81,2.560584,71.669
4,22,142,AFSIC-IDS,71.66,71.66,35.25,69.62,71.66,40.52,71.66,71.66,33.62,67.81,2.560475,71.6686
4,23,143,AFSIC-IDS,71.66,71.66,35.24,69.61,71.66,40.52,71.66,71.66,33.61,67.8,2.560348,71.6682
4,24,144,AFSIC-IDS,71.65,71.65,35.24,69.61,71.65,40.52,71.65,71.65,33.61,67.8,2.560252,71.6674
4,25,145,AFSIC-IDS,71.65,71.65,35.24,69.61,71.65,40.51,71.65,71.65,33.61,67.8,2.560121,71.6667
4,26,146,AFSIC-IDS,71.65,71.65,35.23,69.61,71.65,40.49,71.65,71.65,33.6,67.8,2.559999,71.666
4,27,147,AFSIC-IDS,71.65,71.65,35.23,69.61,71.65,40.49,71.65,71.65,33.59,67.79,2.559834,71.6654
4,28,148,AFSIC-IDS,71.64,71.64,35.23,69.61,71.64,40.47,71.64,71.64,33.58,67.79,2.559682,71.6644
4,29,149,AFSIC-IDS,71.64,71.64,35.22,69.61,71.64,40.46,71.64,71.64,33.58,67.79,2.559546,71.6636
4,30,150,AFSIC-IDS,71.64,71.64,35.22,69.61,71.64,40.45,71.64,71.64,33.57,67.79,2.559276,71.6628
5,1,151,AFSIC-IDS,71.13,71.13,35.54,69.21,71.13,39.94,71.13,71.13,33.63,67.34,2.738447,71.645
5,2,152,AFSIC-IDS,71.14,71.14,35.55,69.22,71.14,39.95,71.14,71.14,33.63,67.34,2.732293,71.6287
5,3,153,AFSIC-IDS,71.14,71.14,35.55,69.22,71.14,39.95,71.14,71.14,33.64,67.35,2.726176,71.6134
5,4,154,AFSIC-IDS,71.15,71.15,35.56,69.22,71.15,39.96,71.15,71.15,33.64,67.35,2.720174,71.5994
5,5,155,AFSIC-IDS,71.14,71.14,35.56,69.21,71.14,39.96,71.14,71.14,33.65,67.34,2.714284,71.5859
5,6,156,AFSIC-IDS,71.14,71.14,35.57,69.21,71.14,39.97,71.14,71.14,33.65,67.34,2.708538,71.5731
5,7,157,AFSIC-IDS,71.14,71.14,35.58,69.22,71.14,39.97,71.14,71.14,33.66,67.35,2.702898,71.5611
5,8,158,AFSIC-IDS,71.15,71.15,35.59,69.22,71.15,39.98,71.15,71.15,33.67,67.35,2.697314,71.55
